an,Code_Postal,INSEE_COM,n
2016,76202,76217,1
2004,76503,76231,1
2010,76503,76231,1
2016,76503,76231,1
2004,76405,76259,1
2010,76405,76259,1
2016,76405,76259,1
2004,76700,76341,1
2004,76083,76351,1
2010,76620,76351,1
2016,76090,76351,1
2016,76620,76351,1
2004,76170,76384,1
2010,76170,76384,1
2016,76170,76384,1
2004,76290,76447,1
2010,76290,76447,1
2016,76290,76447,1
2004,76131,76451,1
2010,76131,76451,1
2016,76137,76451,1
2004,76038,76540,1
2004,76175,76540,1
2010,76031,76540,1
2010,76175,76540,1
2016,76031,76540,1
2016,76175,76540,1
2010,76550,76565,1
2016,76550,76565,1
2004,77177,77055,1
2010,77177,77055,1
2004,77120,77131,1
2010,77527,77131,1
2016,77527,77131,1
2004,77300,77186,2
2010,77300,77186,2
2016,77300,77186,1
2016,77305,77186,1
2016,77600,77237,1
2004,77405,77243,1
2010,77405,77243,1
2004,77104,77284,1
2010,77104,77284,1
2016,77100,77284,1
2004,77000,77288,2
2010,77000,77288,2
2016,77011,77288,1
2004,77130,77305,1
2010,77130,77305,1
2016,77875,77305,1
2004,77488,77379,1
2010,77488,77379,1
2016,77488,77379,1
2004,77220,77470,1
2010,77220,77470,1
2016,77220,77470,1
2004,78150,78158,1
2010,78150,78158,2
2016,78150,78158,1
2016,78157,78158,1
2004,78201,78361,1
2010,78201,78361,1
2016,78201,78361,1
2004,78250,78401,1
2010,78250,78401,1
2016,78250,78401,1
2004,78303,78498,1
2010,78300,78498,1
2010,78303,78498,1
2016,78300,78498,1
2016,78303,78498,1
2004,78514,78517,1
2010,78514,78517,1
2016,78514,78517,1
2004,78100,78551,1
2010,78100,78551,1
2016,78100,78551,2
2004,78190,78621,1
2010,78190,78621,1
2016,78190,78621,1
2004,78000,78646,2
2004,78009,78646,1
2010,78009,78646,1
2016,78009,78646,1
2004,79302,79049,1
2010,79302,79049,1
2016,79302,79049,1
2004,79006,79191,1
2004,79021,79191,1
2010,79006,79191,1
2010,79021,79191,1
2016,79006,79191,1
2016,79021,79191,1
2004,80142,80001,1
2010,80142,80001,1
2016,80142,80001,1
2004,80039,80021,1
2004,80043,80021,1
2004,80054,80021,2
2010,80054,80021,2
2010,80094,80021,1
2016,80094,80021,1
2004,80600,80253,1
2010,80600,80253,1
2016,80600,80253,1
2004,80200,80620,1
2010,80201,80620,1
2016,80201,80620,1
2016,80480,80725,1
2004,81013,81004,1
2004,81030,81004,1
2010,81013,81004,1
2010,81030,81004,1
2016,81013,81004,1
2016,81030,81004,1
2004,81100,81065,1
2004,81108,81065,1
2010,81108,81065,1
2016,81108,81065,1
2004,81500,81140,1
2010,81500,81140,1
2016,81500,81140,1
2004,81207,81163,1
2010,81207,81163,1
2004,82013,82121,1
2004,82017,82121,2
2010,82013,82121,1
2010,82017,82121,2
2016,82013,82121,1
2016,82017,82121,2
2004,83177,83023,1
2010,83177,83023,1
2016,83175,83023,1
2004,83007,83050,1
2010,83007,83050,1
2016,83007,83050,1
2004,83608,83061,1
2010,83608,83061,1
2016,83608,83061,1
2004,83580,83065,1
2010,83580,83065,1
2016,83580,83065,1
2004,83407,83069,1
2010,83407,83069,1
2016,83407,83069,1
2004,83500,83126,1
2004,83507,83126,1
2010,83507,83126,1
2016,83500,83126,1
2004,83000,83137,1
2004,83056,83137,1
2004,83100,83137,1
2010,83000,83137,1
2010,83056,83137,1
2010,83100,83137,1
2016,83000,83137,1
2016,83056,83137,1
2016,83100,83137,1
2004,84405,84003,1
2010,84405,84003,1
2016,84405,84003,1
2004,84023,84007,1
2004,84902,84007,1
2010,84036,84007,1
2010,84902,84007,1
2016,84000,84007,1
2016,84902,84007,1
2004,84208,84031,1
2010,84208,84031,1
2016,84208,84031,1
2004,84304,84035,1
2010,84304,84035,1
2016,84304,84035,1
2004,84106,84087,1
2010,84106,84087,1
2016,84104,84087,1
2004,84123,84089,1
2010,84120,84089,1
2016,84123,84089,1
2004,84600,84138,1
2004,85302,85047,1
2010,85302,85047,1
2016,85302,85047,1
2004,85201,85092,1
2010,85201,85092,1
2016,85200,85092,1
2004,85407,85128,1
2010,85407,85128,1
2004,85602,85146,1
2010,85602,85146,1
2016,85340,85166,1
2004,85016,85191,1
2004,85025,85191,1
2010,85016,85191,1
2010,85925,85191,1
2016,85016,85191,1
2016,85925,85191,1
2004,85119,85194,1
2010,85100,85194,1
2004,86100,86066,1
2004,86106,86066,1
2010,86106,86066,1
2016,86106,86066,1
2004,86000,86194,1
2004,86021,86194,1
2010,86000,86194,1
2010,86021,86194,1
2016,86000,86194,1
2016,86021,86194,1
2004,87038,87085,1
2004,87042,87085,1
2004,87100,87085,1
2010,87038,87085,1
2010,87042,87085,1
2016,87000,87085,1
2016,87038,87085,1
2004,87205,87154,1
2010,87205,87154,1
2016,87205,87154,1
2004,88021,88160,1
2004,88051,88160,1
2010,88021,88160,1
2010,88051,88160,1
2016,88021,88160,1
2016,88060,88160,1
2004,88407,88196,1
2010,88407,88196,1
2004,88307,88321,1
2010,88307,88321,1
2016,88307,88321,1
2004,88204,88383,1
2010,88204,88383,1
2016,88204,88383,1
2004,88187,88413,1
2010,88187,88413,1
2016,88187,88413,1
2004,89000,89024,1
2004,89011,89024,1
2010,89011,89024,1
2016,89011,89024,1
2004,89306,89206,1
2010,89306,89206,1
2004,89108,89387,1
2010,89108,89387,1
2016,89108,89387,1
2004,90016,90010,1
2010,90016,90010,1
2016,90016,90010,1
2004,91294,91021,1
2010,91294,91021,1
2016,91294,91021,1
2004,91200,91027,1
2010,91205,91027,1
2016,91205,91027,1
2004,91106,91174,1
2016,91100,91174,1
2004,91415,91200,1
2010,91415,91200,1
2004,91150,91223,1
2010,91150,91223,1
2016,91152,91223,1
2004,91014,91228,1
2004,91024,91228,1
2004,91035,91228,1
2010,91014,91228,1
2010,91035,91228,1
2016,91024,91228,1
2016,91035,91228,1
2004,91265,91326,1
2004,91160,91345,1
2004,91164,91345,1
2010,91160,91345,1
2010,91164,91345,1
2016,91160,91345,2
2004,91300,91377,1
2010,91300,91377,1
2016,91300,91377,1
2004,91401,91471,1
2010,91406,91471,1
2016,91401,91471,1
2004,91480,91514,1
2016,91480,91514,1
2004,92160,92002,1
2010,92160,92002,1
2016,92160,92002,1
2004,92340,92014,1
2010,92340,92014,1
2004,92140,92023,1
2010,92140,92023,1
2016,92140,92023,1
2004,92110,92024,1
2010,92118,92024,1
2016,92118,92024,1
2004,92701,92025,1
2010,92701,92025,1
2016,92701,92025,1
2016,92400,92026,1
2004,92250,92035,1
2010,92250,92035,1
2016,92250,92035,1
2004,92300,92044,1
2010,92309,92044,1
2016,92309,92044,1
2004,92360,92048,1
2010,92360,92048,1
2016,92360,92048,1
2004,92014,92050,1
2010,92014,92050,1
2016,92014,92050,1
2004,92200,92051,2
2004,92202,92051,1
2010,92200,92051,1
2010,92202,92051,1
2010,92205,92051,1
2016,92200,92051,1
2016,92202,92051,1
2016,92205,92051,1
2004,92500,92063,1
2010,92500,92063,1
2016,92500,92063,1
2004,92211,92064,1
2010,92211,92064,1
2016,92210,92064,1
2004,92310,92072,1
2004,92151,92073,1
2010,92151,92073,1
2016,92151,92073,1
2010,93308,93001,1
2016,93308,93001,1
2004,93602,93005,1
2010,93602,93005,1
2016,93602,93005,1
2004,93170,93006,1
2016,93170,93006,1
2004,93156,93007,1
2010,93156,93007,1
2016,93156,93007,1
2016,93009,93008,1
2004,93143,93010,1
2010,93143,93010,1
2016,93143,93010,1
2004,93700,93029,1
2004,93800,93031,1
2004,93260,93045,1
2010,93260,93045,1
2016,93260,93045,1
2004,93190,93046,1
2016,93190,93046,1
2004,93370,93047,1
2010,93370,93047,1
2016,93370,93047,1
2004,93105,93048,1
2010,93105,93048,1
2016,93100,93048,1
2004,93160,93051,1
2010,93110,93064,1
2004,93205,93066,1
2010,93205,93066,1
2016,93205,93066,1
2004,93240,93072,1
2010,93245,93072,1
2016,93245,93072,1
2004,93290,93073,1
2010,93290,93073,1
2016,93290,93073,1
2004,94140,94002,1
2004,94366,94015,1
2010,94360,94015,1
2010,94366,94015,1
2016,94360,94015,1
2004,94500,94017,1
2010,94500,94017,1
2016,94500,94017,1
2004,94220,94018,1
2004,94010,94028,1
2010,94010,94028,1
2016,94010,94028,1
2004,94206,94041,1
2004,94270,94043,1
2010,94275,94043,1
2016,94275,94043,1
2004,94130,94052,1
2010,94130,94052,1
2016,94130,94052,1
2004,94160,94067,1
2010,94163,94067,1
2010,94100,94068,1
2016,94100,94068,1
2004,94410,94069,1
2010,94410,94069,1
2016,94410,94069,1
2004,94195,94078,1
2010,94195,94078,1
2016,94195,94078,1
2004,94408,94081,1
2010,94408,94081,1
2016,94408,94081,1
2004,95107,95018,1
2010,95107,95018,1
2016,95107,95018,1
2004,95260,95052,1
2010,95260,95052,1
2016,95260,95052,1
2016,95870,95063,1
2004,95240,95176,1
2010,95240,95176,1
2016,95602,95203,1
2004,95880,95210,1
2004,95120,95219,1
2010,95124,95219,1
2016,95124,95219,1
2004,95503,95277,1
2010,95503,95277,1
2016,95503,95277,1
2004,95290,95313,1
2010,95290,95313,1
2016,95290,95313,1
2010,95160,95428,1
2004,95300,95500,1
2010,95300,95500,1
2016,95300,95500,1
2004,95200,95585,1
2010,95200,95585,1
2016,95200,95585,1
2004,95230,95598,1
